Row,Distance_Cook,Outlier_Cook,Outlier
251,0.001242788228736045,0,0
252,4.2214866709665875e-5,0,0
253,7.771328755233839e-4,0,0
254,6.313016568130992e-4,0,0
255,1.2609109043539439e-4,0,0
256,5.659340827843098e-4,0,0
257,1.5995448479303557e-4,0,0
258,5.619141286469045e-8,0,0
259,3.674667193151248e-5,0,0
260,0.0033005688887280077,0,0
261,2.799445298056069e-4,0,0
262,1.2367164455374062e-4,0,0
263,1.3885767509116623e-6,0,0
264,1.399653252085605e-4,0,0
265,4.4335440102130283e-4,0,0
266,5.824907184172322e-6,0,0
267,1.5446361814349512e-5,0,0
268,3.3178227958929174e-4,0,0
269,0.003428692475711676,0,0
270,4.4335440102130283e-4,0,0
271,1.7089926465387422e-4,0,0
272,2.297762472998907e-4,0,0
273,0.001216169600112106,0,0
274,0.001052856464133154,0,0
275,3.0288456701716267e-4,0,0
276,0.0011607060601755354,0,0
277,1.3637855611386626e-4,0,0
278,3.1811882257948596e-4,0,0
279,1.9150094154556555e-4,0,0
280,0.0017110510791805147,0,0
281,6.578368781877111e-5,0,0
282,4.1274114996924465e-4,0,0
283,9.669487075901773e-4,0,0
284,3.1811882257948596e-4,0,0
285,4.1274114996924465e-4,0,0
286,3.5102950076373716e-4,0,0
287,2.2475044710609966e-4,0,0
288,3.108427407931842e-5,0,0
289,3.167997403541658e-5,0,0
290,1.4658411617801144e-4,0,0
291,1.0826024086029214e-4,0,0
292,6.937317746945825e-4,0,0
293,1.9109617487259983e-4,0,0
294,1.2776533906636508e-4,0,0
295,6.156528892556086e-5,0,0
296,2.0155333115476638e-4,0,0
297,1.264715285353576e-4,0,0
298,3.750487327929847e-5,0,0
299,3.324484568216468e-4,0,0
300,5.2698860420086644e-06,0,0
301,6.060395257620652e-4,0,0
302,2.5793451231666003e-6,0,0
303,5.2698860420086644e-06,0,0
304,3.07906961758273e-4,0,0
305,5.924146054884491e-5,0,0
306,2.1658476501981976e-6,0,0
307,2.5793451231666003e-6,0,0
308,2.731618200409351e-4,0,0
309,3.268494414284323e-5,0,0
310,1.470405240008918e-4,0,0
311,5.2698860420086644e-06,0,0
312,2.488190268225023e-5,0,0
313,2.7882922895671592e-5,0,0
314,6.731198554124436e-4,0,0
315,3.063021325290732e-5,0,0
316,1.4827188582772544e-4,0,0
317,2.8047728304107355e-4,0,0
318,1.3466286258665326e-5,0,0
319,7.082351891001187e-5,0,0
320,5.7273271191757024e-5,0,0
321,2.0558790250555463e-4,0,0
322,0.001974030200728326,0,0
